	imp	occ	class1	rel1	class2	rel2	individual_imp
15258	0.0001431682749581	6	http://purl.obolibrary.org/obo/CHEBI_47781	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_22633	rev_hasChemStressResistance	2.3861379159683336e-05
1427	0.0008587912481415	36	http://purl.obolibrary.org/obo/CHEBI_26710	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000149-APO_0000004	rev_RO_0002200	2.3855312448375e-05
12806	0.0001669760308721	7	http://purl.obolibrary.org/obo/CHEBI_61049	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_609827	rev_hasChemStressResistance_Increased	2.385371869601429e-05
5381	0.0003336045616038	14	http://purl.obolibrary.org/obo/CHEBI_60831	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance_Increased	2.382889725741429e-05
4524	0.0003811405301835	16	http://purl.obolibrary.org/obo/CHEBI_16842	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000317-APO_0000003	rev_RO_0002200	2.382128313646875e-05
5389	0.0003334036968125	14	http://purl.obolibrary.org/obo/CHEBI_34905	rev_hasChemStressResistance_Increased	http://sgd-kg.project-genesis.io#APO_0000199-APO_0000117	rev_RO_0002200	2.3814549772321427e-05
15289	0.0001428689736824	6	http://sgd-kg.project-genesis.io#APO_0000199-APO_0000117	rev_RO_0002200	http://sgd-kg.project-genesis.io#APO_0000087-APO_0000004-CHEBI_27666	rev_RO_0002200	2.381149561373333e-05
5393	0.0003332751799447	14	http://purl.obolibrary.org/obo/CHEBI_50145	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_27899	rev_hasChemStressResistance	2.380536999605e-05
15297	0.0001428306154769	6	http://purl.obolibrary.org/obo/CHEBI_57248	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_9168	rev_hasChemStressResistance	2.3805102579483336e-05
5946	0.000309458012497	13	http://sgd-kg.project-genesis.io#YKL062W	neg_regulating	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance	2.380446249976923e-05
4189	0.0004046410779379	17	http://purl.obolibrary.org/obo/CHEBI_53001	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000334-APO_0000004	rev_RO_0002200	2.3802416349288237e-05
3579	0.0004521969886344	19	http://purl.obolibrary.org/obo/CHEBI_29034	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_29699	rev_hasChemStressResistance_Decreased	2.3799841507073686e-05
15305	0.0001427749730621	6	http://purl.obolibrary.org/obo/CHEBI_22633	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_107736	rev_hasChemStressResistance	2.3795828843683332e-05
6652	0.0002855278940527	12	http://purl.obolibrary.org/obo/CHEBI_34696	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_78067	rev_hasChemStressResistance	2.3793991171058332e-05
117	0.0036166049542248	152	http://sgd-kg.project-genesis.io#YIL131C	unspec_regulating	http://purl.obolibrary.org/obo/CHEBI_55517	rev_hasChemStressResistance_Increased	2.379345364621579e-05
1955	0.0006897602651599	29	http://purl.obolibrary.org/obo/CHEBI_22633	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_53001	rev_hasChemStressResistance	2.3784836729651723e-05
9516	0.0002140624462667	9	http://purl.obolibrary.org/obo/CHEBI_172376	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_28748	rev_hasChemStressResistance	2.3784716251855557e-05
5954	0.0003091558905544	13	http://purl.obolibrary.org/obo/CHEBI_64648	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_17883	rev_hasChemStressResistance	2.378122235033846e-05
253	0.0023778603941556	100	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_53001	rev_hasChemStressResistance	2.3778603941556e-05
3876	0.000427998039081	18	http://sgd-kg.project-genesis.io#APO_0000087-APO_0000004-CHEBI_27666	rev_RO_0002200	http://sgd-kg.project-genesis.io#APO_0000225-APO_0000004	rev_RO_0002200	2.3777668837833333e-05
9519	0.0002139428998926	9	http://purl.obolibrary.org/obo/CHEBI_50145	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000106-APO_0000004	rev_RO_0002200	2.3771433321400002e-05
7399	0.0002614826809485	11	http://purl.obolibrary.org/obo/CHEBI_48958	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_15366	rev_hasChemStressResistance	2.37711528135e-05
10972	0.0001901028777519	8	http://sgd-kg.project-genesis.io#APO_0000027-APO_0000004	rev_RO_0002200	http://sgd-kg.project-genesis.io#APO_0000087-APO_0000004-CHEBI_34696	rev_RO_0002200	2.37628597189875e-05
15329	0.0001425682551834	6	http://sgd-kg.project-genesis.io#YKL062W	pos_regulating	http://sgd-kg.project-genesis.io#APO_0000027-APO_0000004	rev_RO_0002200	2.37613758639e-05
10998	0.0001896174178192	8	http://purl.obolibrary.org/obo/CHEBI_16261	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance_Decreased	2.37021772274e-05
5986	0.0003079869045341	13	http://purl.obolibrary.org/obo/CHEBI_77995	rev_hasChemNutrientUtilization_Decreased	http://sgd-kg.project-genesis.io#APO_0000316-APO_0000003	rev_RO_0002200	2.3691300348776924e-05
1496	0.0008287963457058	35	http://purl.obolibrary.org/obo/CHEBI_48958	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_50145	rev_hasChemStressResistance_Increased	2.3679895591594285e-05
2729	0.0005445957042048	23	http://sgd-kg.project-genesis.io#YIL131C	unspec_regulating	http://purl.obolibrary.org/obo/CHEBI_15733	rev_hasChemStressResistance	2.367807409586087e-05
12916	0.0001657410499821	7	http://purl.obolibrary.org/obo/CHEBI_60831	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_60831	rev_hasChemStressResistance	2.3677292854585716e-05
15380	0.0001420605860989	6	http://purl.obolibrary.org/obo/CHEBI_46345	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/APO_0000330	rev_RO_0002200	2.3676764349816667e-05
15386	0.0001420405662002	6	http://purl.obolibrary.org/obo/GO_0008298	rev_RO_0002331	http://sgd-kg.project-genesis.io#YIL131C	unspec_regulating	2.3673427700033334e-05
5428	0.0003313519342256	14	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000087-APO_0000004-CHEBI_63020	rev_RO_0002200	2.366799530182857e-05
9565	0.0002130034358953	9	http://purl.obolibrary.org/obo/CHEBI_49618	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_34696	rev_hasChemStressResistance	2.366704843281111e-05
15398	0.0001419887442317	6	http://purl.obolibrary.org/obo/CHEBI_49664	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000149-APO_0000004	rev_RO_0002200	2.3664790705283336e-05
5429	0.0003313015063377	14	http://purl.obolibrary.org/obo/CHEBI_48958	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000334-APO_0000004	rev_RO_0002200	2.3664393309835715e-05
11023	0.0001892590296639	8	http://purl.obolibrary.org/obo/CHEBI_15379	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000215-APO_0000003	rev_RO_0002200	2.36573787079875e-05
8360	0.0002365393768521	10	http://purl.obolibrary.org/obo/CHEBI_15866	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000334-APO_0000003	rev_RO_0002200	2.365393768521e-05
1870	0.0007095816366946	30	http://sgd-kg.project-genesis.io#APO_0000334-APO_0000003	rev_RO_0002200	http://sgd-kg.project-genesis.io#APO_0000334-APO_0000004	rev_RO_0002200	2.3652721223153333e-05
9579	0.0002128116345857	9	http://purl.obolibrary.org/obo/CHEBI_29866	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000225-APO_0000004	rev_RO_0002200	2.3645737176188888e-05
6703	0.0002837479892422	12	http://purl.obolibrary.org/obo/CHEBI_60831	rev_hasChemStressResistance_Decreased	http://purl.obolibrary.org/obo/CHEBI_29699	rev_hasChemStressResistance_Increased	2.3645665770183332e-05
7459	0.0002599291004405	11	http://purl.obolibrary.org/obo/CHEBI_50145	rev_hasChemStressResistance_Increased	http://purl.obolibrary.org/obo/CHEBI_50145	rev_hasChemStressResistance_Increased	2.3629918221863636e-05
2324	0.0006139102499349	26	http://purl.obolibrary.org/obo/GO_0006406	rev_RO_0002331	http://sgd-kg.project-genesis.io#YIL131C	unspec_regulating	2.3611932689803846e-05
6722	0.0002831793601856	12	http://purl.obolibrary.org/obo/CHEBI_49713	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_48958	rev_hasChemStressResistance	2.3598280015466665e-05
466	0.0017219235175251	73	http://purl.obolibrary.org/obo/CHEBI_49470	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_16240	rev_hasChemStressResistance_Increased	2.3587993390754794e-05
6015	0.0003066325355143	13	http://purl.obolibrary.org/obo/CHEBI_17071	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000212-APO_0000002	rev_RO_0002200	2.3587118116484614e-05
6727	0.0002829424241659	12	http://purl.obolibrary.org/obo/CHEBI_29865	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_82642	rev_hasChemStressResistance	2.3578535347158334e-05
7476	0.0002593470473521	11	http://purl.obolibrary.org/obo/CHEBI_41977	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_49786	rev_hasChemStressResistance	2.357700430473636e-05
5471	0.0003300410225329	14	http://purl.obolibrary.org/obo/CHEBI_50145	rev_hasChemStressResistance_Increased	http://sgd-kg.project-genesis.io#APO_0000144-APO_0000003	rev_RO_0002200	2.3574358752350003e-05
2602	0.0005654415162777	24	http://purl.obolibrary.org/obo/CHEBI_63020	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000204-APO_0000003-CHEBI_17992	rev_RO_0002200	2.35600631782375e-05
6027	0.0003062701172224	13	http://purl.obolibrary.org/obo/CHEBI_30477	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_29699	rev_hasChemStressResistance_Increased	2.3559239786338462e-05
6028	0.0003062612602416	13	http://purl.obolibrary.org/obo/CHEBI_35696	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000087-APO_0000004-CHEBI_27641	rev_RO_0002200	2.355855848012308e-05
6034	0.0003060063476878	13	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance_Decreased	http://sgd-kg.project-genesis.io#APO_0000225-APO_0000004	rev_RO_0002200	2.353894982213846e-05
2206	0.0006354904071782	27	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_17992	rev_hasChemStressResistance	2.353668174734074e-05
2461	0.0005883677546628	25	http://purl.obolibrary.org/obo/CHEBI_63020	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_35456	rev_hasChemStressResistance	2.3534710186512e-05
6743	0.0002823996829219	12	http://purl.obolibrary.org/obo/CHEBI_17883	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000149-APO_0000004	rev_RO_0002200	2.3533306910158332e-05
7492	0.0002588288255723	11	http://sgd-kg.project-genesis.io#APO_0000225-APO_0000004	rev_RO_0002200	http://sgd-kg.project-genesis.io#APO_0000087-APO_0000004-CHEBI_27641	rev_RO_0002200	2.352989323384545e-05
539	0.0015762034379977	67	http://purl.obolibrary.org/obo/CHEBI_46081	rev_hasChemStressResistance_Increased	http://purl.obolibrary.org/obo/APO_0000330	rev_RO_0002200	2.3525424447726863e-05
4254	0.0003997246495744	17	http://purl.obolibrary.org/obo/CHEBI_49786	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_156433	rev_hasChemStressResistance	2.3513214680847057e-05
4991	0.0003526066653582	15	http://purl.obolibrary.org/obo/CHEBI_50145	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_15343	rev_hasChemStressResistance	2.350711102388e-05
15523	0.0001410183371896	6	http://purl.obolibrary.org/obo/CHEBI_35962	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_29699	rev_hasChemStressResistance_Increased	2.3503056198266667e-05
7506	0.0002584770343015	11	http://purl.obolibrary.org/obo/CHEBI_53001	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_26873	rev_hasChemStressResistance	2.3497912209227276e-05
4998	0.0003524610844123	15	http://purl.obolibrary.org/obo/CHEBI_16240	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_49976	rev_hasChemStressResistance	2.3497405627486666e-05
8430	0.0002348862822039	10	http://purl.obolibrary.org/obo/CHEBI_15738	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_60831	rev_hasChemStressResistance	2.3488628220389998e-05
9675	0.0002113270681666	9	http://purl.obolibrary.org/obo/CHEBI_26710	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000050-APO_0000002	rev_RO_0002200	2.3480785351844445e-05
15551	0.0001407913463859	6	http://purl.obolibrary.org/obo/CHEBI_17071	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_36550	rev_hasChemStressResistance	2.346522439765e-05
11123	0.0001876602585583	8	http://purl.obolibrary.org/obo/CHEBI_16767	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/APO_0000330	rev_RO_0002200	2.34575323197875e-05
15561	0.0001407255127512	6	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance_Increased	http://sgd-kg.project-genesis.io#APO_0000132-APO_0000002	rev_RO_0002200	2.34542521252e-05
9689	0.0002109787844386	9	http://purl.obolibrary.org/obo/CHEBI_16261	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000334-APO_0000003	rev_RO_0002200	2.3442087159844443e-05
2222	0.0006328417945063	27	http://purl.obolibrary.org/obo/CHEBI_3312	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000028-APO_0000004	rev_RO_0002200	2.3438584981714817e-05
11138	0.0001874867681795	8	http://purl.obolibrary.org/obo/GO_0006897	rev_RO_0002331	http://purl.obolibrary.org/obo/CHEBI_29699	rev_hasChemStressResistance_Increased	2.34358460224375e-05
11140	0.0001874764898614	8	http://purl.obolibrary.org/obo/CHEBI_16261	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000099-APO_0000245-CHEBI_14321	rev_RO_0002200	2.3434561232675e-05
11150	0.0001873171111986	8	http://purl.obolibrary.org/obo/CHEBI_34696	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000199-APO_0000003	rev_RO_0002200	2.3414638899825e-05
15598	0.0001404254749057	6	http://purl.obolibrary.org/obo/CHEBI_23414	rev_hasChemNutrientUtilization_Decreased	http://purl.obolibrary.org/obo/CHEBI_49664	rev_hasChemStressResistance	2.3404245817616667e-05
5033	0.0003508838841145	15	http://purl.obolibrary.org/obo/CHEBI_26710	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_78038	rev_hasChemStressResistance	2.3392258940966666e-05
15611	0.0001403445456977	6	http://sgd-kg.project-genesis.io#APO_0000087-APO_0000004-CHEBI_27666	rev_RO_0002200	http://sgd-kg.project-genesis.io#APO_0000053-APO_0000002	rev_RO_0002200	2.3390757616283336e-05
15618	0.0001403154442415	6	http://purl.obolibrary.org/obo/GO_0034599	rev_RO_0002331	http://purl.obolibrary.org/obo/CHEBI_50145	rev_hasChemStressResistance_Increased	2.338590737358333e-05
3961	0.0004207732813712	18	http://purl.obolibrary.org/obo/CHEBI_55517	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000099-APO_0000245-CHEBI_14321	rev_RO_0002200	2.3376293409511112e-05
559	0.0015426835493986	66	http://sgd-kg.project-genesis.io#APO_0000028-APO_0000004	rev_RO_0002200	http://sgd-kg.project-genesis.io#APO_0000028-APO_0000005	rev_RO_0002200	2.3373993172706058e-05
11179	0.0001869598826969	8	http://purl.obolibrary.org/obo/CHEBI_26710	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_15733	rev_hasChemStressResistance	2.33699853371125e-05
15629	0.0001402010747399	6	http://purl.obolibrary.org/obo/CHEBI_35176	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_48775	rev_hasChemStressResistance	2.336684578998333e-05
6101	0.0003035141674502	13	http://purl.obolibrary.org/obo/CHEBI_63020	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_3312	rev_hasChemStressResistance	2.3347243650015384e-05
15652	0.0001400052716722	6	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance_Decreased	http://sgd-kg.project-genesis.io#APO_0000028-APO_0000003	rev_RO_0002200	2.3334211945366667e-05
6810	0.000279914389911	12	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance_Decreased	http://purl.obolibrary.org/obo/CHEBI_55517	rev_hasChemStressResistance_Increased	2.332619915925e-05
2483	0.0005831448004232	25	http://purl.obolibrary.org/obo/GO_0006897	rev_RO_0002331	http://purl.obolibrary.org/obo/CHEBI_49470	rev_hasChemStressResistance	2.3325792016928002e-05
15656	0.0001399483029026	6	http://purl.obolibrary.org/obo/CHEBI_25105	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000091-APO_0000003	rev_RO_0002200	2.3324717150433336e-05
1711	0.0007458883643546	32	http://purl.obolibrary.org/obo/CHEBI_60831	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/APO_0000330	rev_RO_0002200	2.330901138608125e-05
3689	0.0004425994041241	19	http://purl.obolibrary.org/obo/CHEBI_32372	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000317-APO_0000004	rev_RO_0002200	2.329470548021579e-05
13130	0.0001630380885963	7	http://purl.obolibrary.org/obo/CHEBI_63020	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_48775	rev_hasChemStressResistance	2.3291155513757143e-05
4660	0.0003725897785167	16	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_63609	rev_hasChemStressResistance	2.328686115729375e-05
1421	0.0008615841862633	37	http://purl.obolibrary.org/obo/CHEBI_48958	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000028-APO_0000005	rev_RO_0002200	2.3286059088197297e-05
13134	0.0001629803001026	7	http://purl.obolibrary.org/obo/CHEBI_30089	rev_hasChemNutrientUtilization_Decreased	http://sgd-kg.project-genesis.io#APO_0000098-APO_0000245-CHEBI_28260	rev_RO_0002200	2.3282900014657143e-05
13138	0.0001629486509895	7	http://purl.obolibrary.org/obo/CHEBI_28938	rev_hasChemNutrientUtilization	http://purl.obolibrary.org/obo/CHEBI_25255	rev_hasChemStressResistance	2.3278378712785713e-05
3430	0.0004654937987347	20	http://purl.obolibrary.org/obo/CHEBI_22633	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_61049	rev_hasChemStressResistance	2.3274689936735e-05
2813	0.0005351998795351	23	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/GO_0016887	rev_RO_0002327	2.3269559979786957e-05
3433	0.0004653085048175	20	http://purl.obolibrary.org/obo/CHEBI_49786	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000087-APO_0000004-CHEBI_9168	rev_RO_0002200	2.3265425240875e-05
3696	0.0004419901562504	19	http://purl.obolibrary.org/obo/CHEBI_47807	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000317-APO_0000003	rev_RO_0002200	2.3262639802652632e-05
2013	0.0006744818978135	29	http://purl.obolibrary.org/obo/CHEBI_30477	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_16240	rev_hasChemStressResistance_Increased	2.3257996476327584e-05
1091	0.0010231538080243	44	http://purl.obolibrary.org/obo/CHEBI_63020	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000028-APO_0000004	rev_RO_0002200	2.3253495636915908e-05
5574	0.0003254855210641	14	http://purl.obolibrary.org/obo/CHEBI_27585	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_16240	rev_hasChemStressResistance_Increased	2.3248965790292858e-05
13164	0.0001626946172243	7	http://purl.obolibrary.org/obo/CHEBI_27585	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000317-APO_0000003	rev_RO_0002200	2.32420881749e-05
13183	0.0001625185317018	7	http://purl.obolibrary.org/obo/CHEBI_29108	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000317-APO_0000004	rev_RO_0002200	2.3216933100257142e-05
5085	0.0003482456999932	15	http://purl.obolibrary.org/obo/CHEBI_50145	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000055-APO_0000002	rev_RO_0002200	2.3216379999546667e-05
15746	0.0001391969875324	6	http://purl.obolibrary.org/obo/CHEBI_30477	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/APO_0000154	rev_RO_0002200	2.3199497922066665e-05
13198	0.000162357402113	7	http://purl.obolibrary.org/obo/CHEBI_48240	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_5292	rev_hasChemStressResistance	2.319391458757143e-05
873	0.0011828816671391	51	http://purl.obolibrary.org/obo/CHEBI_230243	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_26710	rev_hasChemStressResistance	2.319375817919804e-05
5592	0.0003246518714352	14	http://purl.obolibrary.org/obo/GO_0045040	rev_RO_0002331	http://sgd-kg.project-genesis.io#YIL131C	unspec_regulating	2.3189419388228573e-05
11292	0.0001855092416747	8	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_18212	rev_hasChemStressResistance	2.31886552093375e-05
13207	0.0001622405181754	7	http://sgd-kg.project-genesis.io#YJL056C	pos_regulating	http://purl.obolibrary.org/obo/CHEBI_55517	rev_hasChemStressResistance	2.31772168822e-05
6885	0.0002778885456578	12	http://purl.obolibrary.org/obo/CHEBI_15676	rev_hasChemNutrientUtilization_Decreased	http://purl.obolibrary.org/obo/CHEBI_22633	rev_hasChemStressResistance	2.3157378804816665e-05
11313	0.0001852073902117	8	http://purl.obolibrary.org/obo/CHEBI_16811	rev_hasChemNutrientUtilization	http://purl.obolibrary.org/obo/CHEBI_53001	rev_hasChemStressResistance	2.31509237764625e-05
2518	0.000578749489493	25	http://sgd-kg.project-genesis.io#YIL131C	unspec_regulating	http://purl.obolibrary.org/obo/CHEBI_29036	rev_hasChemStressResistance	2.314997957972e-05
2263	0.0006247087020656	27	http://purl.obolibrary.org/obo/CHEBI_53001	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_48958	rev_hasChemStressResistance	2.313735933576296e-05
738	0.001318815403602	57	http://purl.obolibrary.org/obo/CHEBI_49786	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_34653	rev_hasChemStressResistance	2.3137112343894738e-05
9849	0.0002082336111642	9	http://purl.obolibrary.org/obo/CHEBI_48958	rev_hasChemStressResistance_Decreased	http://sgd-kg.project-genesis.io#APO_0000225-APO_0000004	rev_RO_0002200	2.3137067907133332e-05
2143	0.0006476397674322	28	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000034-APO_0000003	rev_RO_0002200	2.3129991694007144e-05
15809	0.0001387561694349	6	http://purl.obolibrary.org/obo/CHEBI_26710	rev_hasChemStressResistance_Increased	http://sgd-kg.project-genesis.io#APO_0000027-APO_0000004	rev_RO_0002200	2.312602823915e-05
5111	0.000346800723191	15	http://purl.obolibrary.org/obo/GO_0006888	rev_RO_0002331	http://purl.obolibrary.org/obo/CHEBI_114786	rev_hasChemStressResistance	2.3120048212733335e-05
15817	0.0001387121190824	6	http://purl.obolibrary.org/obo/CHEBI_49618	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_16240	rev_hasChemStressResistance_Increased	2.3118686513733334e-05
11333	0.0001849348864965	8	http://purl.obolibrary.org/obo/CHEBI_35456	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000079-APO_0000002	rev_RO_0002200	2.31168608120625e-05
13239	0.0001618096422339	7	http://purl.obolibrary.org/obo/CHEBI_77995	rev_hasChemNutrientUtilization_Decreased	http://purl.obolibrary.org/obo/CHEBI_17076	rev_hasChemStressResistance_Decreased	2.3115663176271427e-05
11334	0.0001849231083177	8	http://purl.obolibrary.org/obo/GO_0006407	rev_RO_0002331	http://purl.obolibrary.org/obo/CHEBI_17268	rev_hasChemNutrientUtilization	2.31153885397125e-05
15824	0.0001386760824104	6	http://purl.obolibrary.org/obo/CHEBI_63041	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000334-APO_0000004	rev_RO_0002200	2.3112680401733333e-05
11341	0.00018484543706	8	http://purl.obolibrary.org/obo/CHEBI_27585	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_609827	rev_hasChemStressResistance_Increased	2.31056796325e-05
914	0.001155227961783	50	http://purl.obolibrary.org/obo/CHEBI_48958	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000316-APO_0000004	rev_RO_0002200	2.310455923566e-05
2840	0.0005313165439424	23	http://purl.obolibrary.org/obo/CHEBI_22633	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_156510	rev_hasChemStressResistance_Increased	2.310071930184348e-05
2668	0.0005543959029324	24	http://purl.obolibrary.org/obo/CHEBI_114786	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000204-APO_0000003-CHEBI_17992	rev_RO_0002200	2.309982928885e-05
8611	0.0002309841547179	10	http://purl.obolibrary.org/obo/CHEBI_34779	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_15366	rev_hasChemStressResistance	2.309841547179e-05
13248	0.0001616430639883	7	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_31355	rev_hasChemStressResistance	2.3091866284042858e-05
13249	0.0001616378314462	7	http://purl.obolibrary.org/obo/CHEBI_25255	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_17992	rev_hasChemStressResistance	2.3091118778028574e-05
9869	0.0002078047575448	9	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000155-APO_0000004	rev_RO_0002200	2.3089417504977776e-05
3216	0.000484827836059	21	http://purl.obolibrary.org/obo/CHEBI_3638	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_49470	rev_hasChemStressResistance	2.3087039812333332e-05
5128	0.0003462825474757	15	http://purl.obolibrary.org/obo/CHEBI_49786	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_34779	rev_hasChemStressResistance_Decreased	2.3085503165046666e-05
9874	0.000207713708284	9	http://purl.obolibrary.org/obo/CHEBI_49713	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000215-APO_0000003	rev_RO_0002200	2.3079300920444443e-05
15848	0.0001384668540648	6	http://purl.obolibrary.org/obo/CHEBI_17754	rev_hasChemNutrientUtilization	http://purl.obolibrary.org/obo/CHEBI_17234	rev_hasChemStressResistance	2.3077809010799998e-05
